release_year,title,genres,nominated,budget_ranges,revenue_ranges,runtime_ranges,budget,revenue,runtime,winner
1999,Being John Malkovich,Fantasy,1,Medium,Medium,Medium,13000000,22863596,112,0
1999,Boys Don't Cry,Crime,1,Low,Medium,Medium,2000000,11540607,118,0
1999,The Cider House Rules,Drama,1,Medium,Medium,High,24000000,88545092,126,0
1999,Sleepy Hollow,Drama,1,High,High,Medium,100000000,206071502,105,1
1999,The Talented Mr. Ripley,Thriller,1,Medium,High,High,40000000,128798265,139,0
1999,American Beauty,Drama,1,Medium,High,High,15000000,356296601,122,1
1999,The End of the Affair,Drama,1,Medium,Medium,Medium,23000000,10827816,102,0
1999,The Insider,Drama,1,High,Medium,High,90000000,60289912,157,0
1999,Sleepy Hollow,Drama,1,High,High,Medium,100000000,206071502,105,0
1999,Sleepy Hollow,Drama,1,High,High,Medium,100000000,206071502,105,0
1999,The Talented Mr. Ripley,Thriller,1,Medium,High,High,40000000,128798265,139,0
1999,American Beauty,Drama,1,Medium,High,High,15000000,356296601,122,1
1999,Being John Malkovich,Fantasy,1,Medium,Medium,Medium,13000000,22863596,112,0
1999,The Cider House Rules,Drama,1,Medium,Medium,High,24000000,88545092,126,0
1999,The Insider,Drama,1,High,Medium,High,90000000,60289912,157,0
1999,The Sixth Sense,Mystery,1,Medium,High,Medium,40000000,672806292,107,0
1999,American Beauty,Drama,1,Medium,High,High,15000000,356296601,122,0
1999,The Cider House Rules,Drama,1,Medium,Medium,High,24000000,88545092,126,0
1999,The Insider,Drama,1,High,Medium,High,90000000,60289912,157,0
1999,The Matrix,Action,1,High,High,High,63000000,463517383,136,1
1999,The Sixth Sense,Mystery,1,Medium,High,Medium,40000000,672806292,107,0
1999,Austin Powers: The Spy Who Shagged Me,Adventure,1,Medium,High,Low,33000000,310940086,95,0
1999,Bicentennial Man,Comedy,1,High,Medium,High,100000000,93700000,131,0
2017,Life,Horror,1,High,High,Medium,58000000,100541806,103,0
1999,Life,Comedy,1,High,Medium,Medium,80000000,73345029,108,0
1999,American Beauty,Drama,1,Medium,High,High,15000000,356296601,122,0
1999,Angela's Ashes,Drama,1,Low,Low,High,25,13,145,0
1999,The Cider House Rules,Drama,1,Medium,Medium,High,24000000,88545092,126,0
1998,The Red Violin,Drama,1,Medium,Medium,High,18000000,9495408,131,1
1999,The Talented Mr. Ripley,Thriller,1,Medium,High,High,40000000,128798265,139,0
1999,Music of the Heart,Drama,1,Medium,Medium,High,27000000,14859394,124,0
1999,Magnolia,Drama,1,Medium,Medium,High,37000000,48451803,188,0
1999,Toy Story 2,Animation,1,High,High,Low,90000000,497366869,92,0
1999,Tarzan,Adventure,1,High,High,Low,150000000,448000000,88,1
1999,American Beauty,Drama,1,Medium,High,High,15000000,356296601,122,1
1999,The Cider House Rules,Drama,1,Medium,Medium,High,24000000,88545092,126,0
1999,The Green Mile,Fantasy,1,High,High,High,60000000,284600000,189,0
1999,The Insider,Drama,1,High,Medium,High,90000000,60289912,157,0
1999,The Sixth Sense,Mystery,1,Medium,High,Medium,40000000,672806292,107,0
1999,The Green Mile,Fantasy,1,High,High,High,60000000,284600000,189,0
1999,The Insider,Drama,1,High,Medium,High,90000000,60289912,157,0
1999,The Matrix,Action,1,High,High,High,63000000,463517383,136,1
2017,The Mummy,Thriller,1,High,High,Medium,125000000,407778013,110,0
1999,The Mummy,Adventure,1,High,High,High,80000000,415885488,124,0
1999,Fight Club,Drama,1,High,High,High,63000000,100853753,139,0
1999,The Matrix,Action,1,High,High,High,63000000,463517383,136,1
1999,The Matrix,Action,1,High,High,High,63000000,463517383,136,1
1999,Stuart Little,Animation,1,High,High,Low,133000000,300135367,84,0
1999,The Cider House Rules,Drama,1,Medium,Medium,High,24000000,88545092,126,1
1999,The Green Mile,Fantasy,1,High,High,High,60000000,284600000,189,0
1999,The Insider,Drama,1,High,Medium,High,90000000,60289912,157,0
1999,The Talented Mr. Ripley,Thriller,1,Medium,High,High,40000000,128798265,139,0
1999,American Beauty,Drama,1,Medium,High,High,15000000,356296601,122,1
1999,Being John Malkovich,Fantasy,1,Medium,Medium,Medium,13000000,22863596,112,0
1999,Magnolia,Drama,1,Medium,Medium,High,37000000,48451803,188,0
1999,The Sixth Sense,Mystery,1,Medium,High,Medium,40000000,672806292,107,0
2000,Gladiator,Action,1,High,High,High,103000000,457640427,155,1
2000,Cast Away,Adventure,1,High,High,High,90000000,429632142,143,0
2000,Pollock,Drama,1,Low,Low,High,6,8,122,0
2000,Quills,Drama,1,Medium,Low,High,13500000,7060876,124,0
2000,Shadow of the Vampire,Drama,1,Medium,Medium,Low,8000000,8279017,92,0
2000,Traffic,Thriller,1,High,High,High,48000000,207515725,147,1
2000,Erin Brockovich,Drama,1,High,High,High,52000000,256271286,131,0
2000,Gladiator,Action,1,High,High,High,103000000,457640427,155,0
2000,Chocolat,Comedy,1,Medium,High,High,25000000,152500343,121,0
2000,Requiem for a Dream,Crime,1,Low,Medium,Medium,4500000,7390108,102,0
2000,Erin Brockovich,Drama,1,High,High,High,52000000,256271286,131,1
2000,Chocolat,Comedy,1,Medium,High,High,25000000,152500343,121,0
2000,Pollock,Drama,1,Low,Low,High,6,8,122,1
2000,Almost Famous,Drama,1,High,Medium,High,60000000,47383689,122,0
2000,Almost Famous,Drama,1,High,Medium,High,60000000,47383689,122,0
2000,Billy Elliot,Drama,1,Low,High,Medium,5000000,110000000,110,0
2000,"Crouching Tiger, Hidden Dragon",Adventure,0,Medium,High,Medium,17000000,213525736,120,1
2000,Gladiator,Action,1,High,High,High,103000000,457640427,155,0
2000,Quills,Drama,1,Medium,Low,High,13500000,7060876,124,0
2000,"Crouching Tiger, Hidden Dragon",Adventure,0,Medium,High,Medium,17000000,213525736,120,1
2000,Gladiator,Action,1,High,High,High,103000000,457640427,155,0
2000,"O Brother, Where Art Thou?",Action,1,Medium,Medium,Medium,26000000,71868327,106,0
2000,The Patriot,Drama,1,High,High,High,110000000,215294342,165,0
2000,"Crouching Tiger, Hidden Dragon",Adventure,0,Medium,High,Medium,17000000,213525736,120,0
2000,Gladiator,Action,1,High,High,High,103000000,457640427,155,1
2000,102 Dalmatians,Comedy,1,High,High,Medium,85000000,183611771,100,0
2000,Quills,Drama,1,Medium,Low,High,13500000,7060876,124,0
2000,Billy Elliot,Drama,1,Low,High,Medium,5000000,110000000,110,0
2000,"Crouching Tiger, Hidden Dragon",Adventure,0,Medium,High,Medium,17000000,213525736,120,0
2000,Erin Brockovich,Drama,1,High,High,High,52000000,256271286,131,0
2000,Gladiator,Action,1,High,High,High,103000000,457640427,155,0
2000,Traffic,Thriller,1,High,High,High,48000000,207515725,147,1
2000,Almost Famous,Drama,1,High,Medium,High,60000000,47383689,122,0
2000,"Crouching Tiger, Hidden Dragon",Adventure,0,Medium,High,Medium,17000000,213525736,120,0
2000,Gladiator,Action,1,High,High,High,103000000,457640427,155,0
2000,Traffic,Thriller,1,High,High,High,48000000,207515725,147,1
2000,"Crouching Tiger, Hidden Dragon",Adventure,0,Medium,High,Medium,17000000,213525736,120,1
2000,The Cell,Horror,1,Medium,High,Medium,33000000,104155843,107,0
2000,Shadow of the Vampire,Drama,1,Medium,Medium,Low,8000000,8279017,92,0
2000,Chocolat,Comedy,1,Medium,High,High,25000000,152500343,121,0
2000,"Crouching Tiger, Hidden Dragon",Adventure,0,Medium,High,Medium,17000000,213525736,120,1
2000,Gladiator,Action,1,High,High,High,103000000,457640427,155,0
2000,The Patriot,Drama,1,High,High,High,110000000,215294342,165,0
2000,Meet the Parents,Comedy,1,High,High,Medium,55000000,330444045,108,0
2000,Dancer in the Dark,Drama,1,Medium,Medium,High,12800000,40031879,140,0
2000,"Crouching Tiger, Hidden Dragon",Adventure,0,Medium,High,Medium,17000000,213525736,120,0
2000,The Emperor's New Groove,Adventure,1,High,High,Low,100000000,169327687,78,0
2000,Chocolat,Comedy,1,Medium,High,High,25000000,152500343,121,0
2000,"Crouching Tiger, Hidden Dragon",Adventure,0,Medium,High,Medium,17000000,213525736,120,0
2000,Erin Brockovich,Drama,1,High,High,High,52000000,256271286,131,0
2000,Gladiator,Action,1,High,High,High,103000000,457640427,155,1
2000,Traffic,Thriller,1,High,High,High,48000000,207515725,147,0
2000,Cast Away,Adventure,1,High,High,High,90000000,429632142,143,0
2000,Gladiator,Action,1,High,High,High,103000000,457640427,155,1
2000,The Patriot,Drama,1,High,High,High,110000000,215294342,165,0
2000,The Perfect Storm,Drama,1,High,High,High,120000000,325756637,130,0
2000,U-571,Action,1,High,High,Medium,62000000,127666415,116,0
2000,Space Cowboys,Action,1,High,High,High,65000000,128884132,130,0
2000,U-571,Action,1,High,High,Medium,62000000,127666415,116,1
2000,Gladiator,Action,1,High,High,High,103000000,457640427,155,1
2000,Hollow Man,Action,1,High,High,Medium,95000000,190213455,112,0
2000,The Perfect Storm,Drama,1,High,High,High,120000000,325756637,130,0
2000,Chocolat,Comedy,1,Medium,High,High,25000000,152500343,121,0
2000,"Crouching Tiger, Hidden Dragon",Adventure,0,Medium,High,Medium,17000000,213525736,120,0
2000,"O Brother, Where Art Thou?",Action,1,Medium,Medium,Medium,26000000,71868327,106,0
2000,Traffic,Thriller,1,High,High,High,48000000,207515725,147,1
2000,Almost Famous,Drama,1,High,Medium,High,60000000,47383689,122,1
2000,Billy Elliot,Drama,1,Low,High,Medium,5000000,110000000,110,0
2000,Erin Brockovich,Drama,1,High,High,High,52000000,256271286,131,0
2000,Gladiator,Action,1,High,High,High,103000000,457640427,155,0
2001,A Beautiful Mind,Drama,1,High,High,High,60000000,313542341,135,0
2001,I Am Sam,Drama,1,Medium,Medium,High,22000000,92542418,132,0
2001,Ali,Drama,1,High,Medium,High,107000000,87713825,157,0
2001,Training Day,Action,1,High,High,High,45000000,104876233,122,1
2001,Training Day,Action,1,High,High,High,45000000,104876233,122,0
2001,The Lord of the Rings: The Fellowship of the Ring,Adventure,1,High,High,High,93000000,871368364,178,0
2001,Ali,Drama,1,High,Medium,High,107000000,87713825,157,0
2001,Monster's Ball,Drama,1,Low,Medium,Medium,4000000,44909486,111,1
2001,Bridget Jones's Diary,Comedy,1,Medium,High,Medium,25000000,281929795,97,0
2001,A Beautiful Mind,Drama,1,High,High,High,60000000,313542341,135,1
2001,Gosford Park,Drama,1,Medium,Medium,High,19800000,87754044,137,0
2001,Gosford Park,Drama,1,Medium,Medium,High,19800000,87754044,137,0
2001,Jimmy Neutron: Boy Genius,Action,1,Medium,Medium,Low,25000000,80936232,83,0
2001,"Monsters, Inc.",Animation,1,High,High,Low,115000000,562816256,92,0
2001,Shrek,Adventure,1,High,High,Low,60000000,484409218,90,1
2001,Amélie,Comedy,0,Medium,High,High,10000000,173921954,122,0
2001,Gosford Park,Drama,1,Medium,Medium,High,19800000,87754044,137,0
2001,The Lord of the Rings: The Fellowship of the Ring,Adventure,1,High,High,High,93000000,871368364,178,0
2001,Amélie,Comedy,0,Medium,High,High,10000000,173921954,122,0
2001,Black Hawk Down,Action,1,High,High,High,92000000,172989651,144,0
2001,The Lord of the Rings: The Fellowship of the Ring,Adventure,1,High,High,High,93000000,871368364,178,1
2001,Gosford Park,Drama,1,Medium,Medium,High,19800000,87754044,137,0
2001,The Lord of the Rings: The Fellowship of the Ring,Adventure,1,High,High,High,93000000,871368364,178,0
2001,A Beautiful Mind,Drama,1,High,High,High,60000000,313542341,135,1
2001,Black Hawk Down,Action,1,High,High,High,92000000,172989651,144,0
2001,Gosford Park,Drama,1,Medium,Medium,High,19800000,87754044,137,0
2001,The Lord of the Rings: The Fellowship of the Ring,Adventure,1,High,High,High,93000000,871368364,178,0
2001,Mulholland Drive,Thriller,1,Medium,Medium,High,15000000,20117339,147,0
2001,A Beautiful Mind,Drama,1,High,High,High,60000000,313542341,135,0
2001,Black Hawk Down,Action,1,High,High,High,92000000,172989651,144,1
2001,The Lord of the Rings: The Fellowship of the Ring,Adventure,1,High,High,High,93000000,871368364,178,0
2000,Memento,Mystery,1,Medium,Medium,Medium,9000000,39723096,113,0
2001,Amélie,Comedy,0,Medium,High,High,10000000,173921954,122,0
2001,A Beautiful Mind,Drama,1,High,High,High,60000000,313542341,135,0
2001,The Lord of the Rings: The Fellowship of the Ring,Adventure,1,High,High,High,93000000,871368364,178,1
2001,A.I. Artificial Intelligence,Drama,1,High,High,High,100000000,235926552,146,0
2001,A Beautiful Mind,Drama,1,High,High,High,60000000,313542341,135,0
2001,The Lord of the Rings: The Fellowship of the Ring,Adventure,1,High,High,High,93000000,871368364,178,1
2001,"Monsters, Inc.",Animation,1,High,High,Low,115000000,562816256,92,0
2001,"Monsters, Inc.",Animation,1,High,High,Low,115000000,562816256,92,1
2001,The Lord of the Rings: The Fellowship of the Ring,Adventure,1,High,High,High,93000000,871368364,178,0
2001,Pearl Harbor,History,1,High,High,High,140000000,449220945,183,0
2001,Vanilla Sky,Drama,1,High,High,High,68000000,203388341,136,0
2001,A Beautiful Mind,Drama,1,High,High,High,60000000,313542341,135,1
2001,Gosford Park,Drama,1,Medium,Medium,High,19800000,87754044,137,0
2003,Lost in Translation,Drama,1,Low,High,Medium,4000000,119723856,102,0
2001,The Lord of the Rings: The Fellowship of the Ring,Adventure,1,High,High,High,93000000,871368364,178,0
2001,Amélie,Comedy,0,Medium,High,High,10000000,173921954,122,0
2001,Black Hawk Down,Action,1,High,High,High,92000000,172989651,144,1
2001,The Lord of the Rings: The Fellowship of the Ring,Adventure,1,High,High,High,93000000,871368364,178,0
2001,Pearl Harbor,History,1,High,High,High,140000000,449220945,183,0
2001,"Monsters, Inc.",Animation,1,High,High,Low,115000000,562816256,92,0
2001,Pearl Harbor,History,1,High,High,High,140000000,449220945,183,1
2001,A.I. Artificial Intelligence,Drama,1,High,High,High,100000000,235926552,146,0
2001,The Lord of the Rings: The Fellowship of the Ring,Adventure,1,High,High,High,93000000,871368364,178,1
2001,Pearl Harbor,History,1,High,High,High,140000000,449220945,183,0
2001,A Beautiful Mind,Drama,1,High,High,High,60000000,313542341,135,1
2001,The Lord of the Rings: The Fellowship of the Ring,Adventure,1,High,High,High,93000000,871368364,178,0
2001,Shrek,Adventure,1,High,High,Low,60000000,484409218,90,0
2001,Amélie,Comedy,0,Medium,High,High,10000000,173921954,122,0
2001,Gosford Park,Drama,1,Medium,Medium,High,19800000,87754044,137,1
2000,Memento,Mystery,1,Medium,Medium,Medium,9000000,39723096,113,0
2001,Monster's Ball,Drama,1,Low,Medium,Medium,4000000,44909486,111,0
2001,The Royal Tenenbaums,Comedy,1,Medium,Medium,Medium,21000000,71441250,110,0
2002,The Pianist,Drama,1,Medium,High,High,35000000,120072577,150,1
2002,The Quiet American,Drama,1,Medium,Medium,Medium,30000000,27674124,101,0
2002,Gangs of New York,Drama,1,High,High,High,100000000,193772504,167,0
2002,About Schmidt,Drama,1,Medium,High,High,30000000,105834556,125,0
2002,The Hours,Drama,1,Medium,Medium,Medium,25000000,41597830,114,0
2002,Road to Perdition,Thriller,1,High,High,Medium,80000000,181001478,117,0
2002,Chicago,Action,1,High,High,Medium,45000000,306776732,113,0
2002,Catch Me If You Can,Drama,1,High,High,High,52000000,352114312,141,0
2002,Frida,Drama,1,Medium,Medium,High,12000000,56298474,123,0
2002,The Hours,Drama,1,Medium,Medium,Medium,25000000,41597830,114,1
2002,Unfaithful,Thriller,1,High,High,High,50000000,119137784,124,0
2002,Far from Heaven,Drama,1,Medium,Medium,Medium,13500000,29027914,107,0
2002,Chicago,Action,1,High,High,Medium,45000000,306776732,113,0
2002,About Schmidt,Drama,1,Medium,High,High,30000000,105834556,125,0
2002,The Hours,Drama,1,Medium,Medium,Medium,25000000,41597830,114,0
2002,Chicago,Action,1,High,High,Medium,45000000,306776732,113,0
2002,Chicago,Action,1,High,High,Medium,45000000,306776732,113,1
2002,Ice Age,Animation,1,High,High,Low,59000000,383257136,81,0
2002,Lilo & Stitch,Animation,1,High,High,Low,80000000,145771527,85,0
2002,Spirit: Stallion of the Cimarron,Western,1,High,High,Low,80000000,122563539,83,0
2001,Spirited Away,Fantasy,0,Medium,High,High,15000000,274925095,125,1
2002,Treasure Planet,Adventure,1,High,High,Low,140000000,109578115,95,0
2002,Chicago,Action,1,High,High,Medium,45000000,306776732,113,1
2002,Frida,Drama,1,Medium,Medium,High,12000000,56298474,123,0
2002,Gangs of New York,Drama,1,High,High,High,100000000,193772504,167,0
2002,The Lord of the Rings: The Two Towers,Adventure,1,High,High,High,79000000,926287400,179,0
2002,Road to Perdition,Thriller,1,High,High,Medium,80000000,181001478,117,0
2002,Chicago,Action,1,High,High,Medium,45000000,306776732,113,0
2002,Far from Heaven,Drama,1,Medium,Medium,Medium,13500000,29027914,107,0
2002,Gangs of New York,Drama,1,High,High,High,100000000,193772504,167,0
2002,The Pianist,Drama,1,Medium,High,High,35000000,120072577,150,0
2002,Road to Perdition,Thriller,1,High,High,Medium,80000000,181001478,117,1
2002,Chicago,Action,1,High,High,Medium,45000000,306776732,113,1
2002,Frida,Drama,1,Medium,Medium,High,12000000,56298474,123,0
2002,Gangs of New York,Drama,1,High,High,High,100000000,193772504,167,0
2002,The Hours,Drama,1,Medium,Medium,Medium,25000000,41597830,114,0
2002,The Pianist,Drama,1,Medium,High,High,35000000,120072577,150,0
2002,Chicago,Action,1,High,High,Medium,45000000,306776732,113,0
2002,Gangs of New York,Drama,1,High,High,High,100000000,193772504,167,0
2002,The Hours,Drama,1,Medium,Medium,Medium,25000000,41597830,114,0
2002,The Pianist,Drama,1,Medium,High,High,35000000,120072577,150,1
2002,Talk to Her,Drama,0,Medium,Medium,Medium,9285469,51001550,112,0
2002,Bowling for Columbine,Documentary,1,Low,Medium,Medium,4000000,35564473,120,1
1945,Spellbound,Drama,1,Low,Low,Medium,1500000,7000000,111,0
2001,Winged Migration,Documentary,0,Medium,Medium,Medium,35866397,20217080,98,0
2002,Chicago,Action,1,High,High,Medium,45000000,306776732,113,1
2002,Gangs of New York,Drama,1,High,High,High,100000000,193772504,167,0
2002,The Hours,Drama,1,Medium,Medium,Medium,25000000,41597830,114,0
2002,The Lord of the Rings: The Two Towers,Adventure,1,High,High,High,79000000,926287400,179,0
2002,The Pianist,Drama,1,Medium,High,High,35000000,120072577,150,0
2002,Hero,Drama,0,Medium,High,Medium,31000000,177394432,99,0
2002,Frida,Drama,1,Medium,Medium,High,12000000,56298474,123,1
2002,The Time Machine,Science,1,High,High,Medium,80000000,123729176,96,0
2002,Catch Me If You Can,Drama,1,High,High,High,52000000,352114312,141,0
2002,Far from Heaven,Drama,1,Medium,Medium,Medium,13500000,29027914,107,0
2002,Frida,Drama,1,Medium,Medium,High,12000000,56298474,123,1
2002,The Hours,Drama,1,Medium,Medium,Medium,25000000,41597830,114,0
2002,Road to Perdition,Thriller,1,High,High,Medium,80000000,181001478,117,0
2002,Frida,Drama,1,Medium,Medium,High,12000000,56298474,123,0
2002,Gangs of New York,Drama,1,High,High,High,100000000,193772504,167,0
2002,Chicago,Action,1,High,High,Medium,45000000,306776732,113,0
2002,8 Mile,Drama,1,High,High,Medium,41000000,215000000,110,1
2002,Chicago,Action,1,High,High,Medium,45000000,306776732,113,1
2002,Gangs of New York,Drama,1,High,High,High,100000000,193772504,167,0
2002,The Hours,Drama,1,Medium,Medium,Medium,25000000,41597830,114,0
2002,The Lord of the Rings: The Two Towers,Adventure,1,High,High,High,79000000,926287400,179,0
2002,The Pianist,Drama,1,Medium,High,High,35000000,120072577,150,0
2002,Chicago,Action,1,High,High,Medium,45000000,306776732,113,1
2002,Gangs of New York,Drama,1,High,High,High,100000000,193772504,167,0
2002,The Lord of the Rings: The Two Towers,Adventure,1,High,High,High,79000000,926287400,179,0
2002,Road to Perdition,Thriller,1,High,High,Medium,80000000,181001478,117,0
2002,Spider-Man,Fantasy,1,High,High,High,139000000,821708551,121,0
